dataset_step,sim_t_sec,replan_count,chunk_phase,raw_dx,raw_dy,raw_dz,raw_gripper,target_gripper,filtered_gripper,current_z,target_z,target_filtered_z,pos_err_mm,rot_err_deg
9,0.0,1,0.0,0.000800405687186867,0.0012189638800919056,-0.00011840220395242795,6.260782241821289,0.9779106227830906,0.9779106227830906,-0.4051113426685333,-0.4051113426685333,-0.4051113426685333,1.4630514379492696,171.39694977365232
10,0.05,1,0.5,0.00026536473887972534,0.0010569287987891585,0.0002082120226987172,6.2608911991119385,0.9780358610482048,0.9780358610482048,-0.4051230251789093,-0.4051230251789093,-0.4051230251789093,0.5384402699782996,177.2287303476232
11,0.1,1,1.0,-0.0002696762094274163,0.0008948937174864113,0.0005348262493498623,6.261000156402588,0.9781610993133192,0.9781610993133192,-0.4051347076892853,-0.4051347076892853,-0.4051347076892853,0.5383852220358332,151.99415117200678
12,0.15000000000000002,1,1.5000000000000002,-0.0004709686618298293,0.0008916739898268133,0.0006470852822531015,6.2604079246521,0.9774803731633326,0.9774803731633326,-0.4054354429244995,-0.4054354429244995,-0.4054354429244995,0.6741461849821042,131.77261219428757
13,0.2,1,2.0,-0.0006722611142322421,0.0008884542621672153,0.0007593443151563406,6.259815692901611,0.9767996470133461,0.9767996470133461,-0.40573620796203613,-0.40573620796203613,-0.40573620796203613,0.6741594802648482,41.6214846752834
14,0.25,1,2.5,-0.0005100019043311477,0.0007198261737357825,0.00045558893179986626,6.257839918136597,0.9745286415363177,0.9745286415363177,-0.4054900109767914,-0.4054900109767914,-0.4054900109767914,0.33458825251351665,72.95021294610349
15,0.30000000000000004,1,3.0000000000000004,-0.0003477426944300532,0.0005511980853043498,0.00015183354844339176,6.255864143371582,0.9722576360592894,0.9722576360592894,-0.40524381399154663,-0.40524381399154663,-0.40524381399154663,0.3345740716520225,104.29385266412366
16,0.35000000000000003,1,3.5,-0.0002802319868351333,0.0006775773363187909,-5.777577462140471e-05,6.255055665969849,0.971328351689481,0.971328351689481,-0.40481409430503845,-0.40481409430503845,-0.40481409430503845,0.4367963846005814,45.380348398708776
17,0.4,2,0.0,0.00039916206151247025,-0.00026425934629514813,-2.8121619834564626e-05,6.2621169090271,0.9794447230196545,0.9794447230196545,-0.3982926905155182,-0.3982926905155182,-0.3982926905155182,18.587947466034645,115.2146325221276
18,0.45,2,0.4999999999999999,0.0005356931360438466,-0.0001978957370738499,-0.00013236000086180863,6.260972023010254,0.9781287620807513,0.9781287620807513,-0.39840933680534363,-0.39840933680534363,-0.39840933680534363,7.671873295881335,168.50891355370433
19,0.5,2,0.9999999999999998,0.000672224210575223,-0.00013153212785255167,-0.00023659838188905263,6.259827136993408,0.9768128011418482,0.9768128011418482,-0.39852598309516907,-0.39852598309516907,-0.39852598309516907,0.36228554789538214,138.61989373622572
20,0.55,2,1.5000000000000002,0.0008796489564701915,-2.3921096726553467e-05,-0.00034042199695250025,6.259917736053467,0.9769169379924902,0.9769169379924902,-0.39869263768196106,-0.39869263768196106,-0.39869263768196106,0.5886829438564377,59.57763395175294
21,0.6000000000000001,2,2.0000000000000004,0.0010870737023651604,8.36899343994448e-05,-0.000444245612015948,6.260008335113525,0.9770210748431324,0.9770210748431324,-0.39885929226875305,-0.39885929226875305,-0.39885929226875305,0.5885596867801078,22.323000531040204
22,0.65,2,2.5,0.0015927415806800127,0.0003048023827432189,-0.0008176343253580853,6.258695602416992,0.9755121866861977,0.9755121866861977,-0.39960911870002747,-0.39960911870002747,-0.39960911870002747,1.2348228128058851,91.58699629355023
23,0.7000000000000001,2,3.0000000000000004,0.0020984094589948654,0.0005259148310869934,-0.0011910230387002232,6.257382869720459,0.9740032985292629,0.9740032985292629,-0.4003589451313019,-0.4003589451313019,-0.4003589451313019,1.2347557571989052,160.98663804050796
24,0.75,2,3.4999999999999996,0.002131302375346422,0.0008000956149771807,-0.001347907877061516,6.254017353057861,0.9701348885722542,0.9701348885722542,-0.400127649307251,-0.400127649307251,-0.400127649307251,1.4231202543196027,136.72157832365517
25,0.8,3,0.0,0.0008734481525607407,-0.00037900012102909386,-0.0006039830623194575,6.26129674911499,0.978502010477,0.978502010477,-0.390408992767334,-0.390408992767334,-0.390408992767334,10.924180033616425,64.03595993925904
26,0.8500000000000001,3,0.5000000000000004,0.001051761879352853,-0.0003519950696500018,-0.0007207180315162988,6.261866807937622,0.9791572505030136,0.9791572505030136,-0.39081665873527527,-0.39081665873527527,-0.39081665873527527,0.7615733984579311,121.428354426758
27,0.9,3,0.9999999999999998,0.0012300756061449647,-0.00032499001827090984,-0.0008374530007131397,6.262436866760254,0.9798124905290272,0.9798124905290272,-0.39122432470321655,-0.39122432470321655,-0.39122432470321655,0.7615733984579311,178.71064499711034
28,0.9500000000000001,3,1.5000000000000002,0.001161212450824678,-0.0003101046459050849,-0.0008639577426947653,6.261831283569336,0.9791164178957882,0.9791164178957882,-0.39101025462150574,-0.39101025462150574,-0.39101025462150574,0.7198629615631728,126.45493391974178
29,1.0,3,1.9999999999999996,0.0010923492955043914,-0.0002952192735392601,-0.0008904624846763908,6.261225700378418,0.9784203452625491,0.9784203452625491,-0.3907961845397949,-0.3907961845397949,-0.3907961845397949,0.7199767696226198,58.892498837602645
30,1.05,3,2.5,0.0009760596440173686,-0.00016008240527298767,-0.0007808186637703329,6.262026071548462,0.9793403121246685,0.9793403121246685,-0.3912408947944641,-0.3912408947944641,-0.3912408947944641,0.5454450256172299,28.645213768756616
31,1.1,3,3.0000000000000004,0.000859769992530346,-2.4945537006715245e-05,-0.0006711748428642752,6.262826442718506,0.980260278986788,0.980260278986788,-0.3916856348514557,-0.3916856348514557,-0.3916856348514557,0.5455272977744928,99.99729379598323
32,1.1500000000000001,3,3.500000000000001,0.0010255454108119015,5.246076580078821e-05,-0.0009247867274098103,6.261984348297119,0.9792923543645045,0.9792923543645045,-0.39149010181427,-0.39149010181427,-0.39149010181427,0.8403587763977134,22.08078855054196
33,1.2000000000000002,4,0.0,0.0012981686741113663,0.00010662084969226271,-0.0007014656439423561,6.264010906219482,0.9816217312867611,0.9816217312867611,-0.39384493231773376,-0.39384493231773376,-0.39384493231773376,7.4553347192866335,87.5184581991025
34,1.25,4,0.4999999999999982,0.0015510223456658414,0.0003510308815748422,-0.0010333902901038517,6.263503074645996,0.981038016834478,0.981038016834478,-0.3935752809047699,-0.3935752809047699,-0.3935752809047699,1.1696948889676528,123.38327160169116
35,1.3,4,0.9999999999999987,0.0018038760172203177,0.0005954409134574228,-0.0013653149362653485,6.26299524307251,0.9804543023821949,0.9804543023821949,-0.39330562949180603,-0.39330562949180603,-0.39330562949180603,1.1696948889676528,159.18841578154536
36,1.35,4,1.4999999999999991,0.0012856874964199969,0.0006371435592882335,-0.001122010027756915,6.262352228164673,0.97971520478698,0.97971520478698,-0.39329642057418823,-0.39329642057418823,-0.39329642057418823,0.6749087048380653,79.2240637875551
37,1.4000000000000001,4,1.9999999999999996,0.0007674989756196742,0.0006788462051190435,-0.0008787051192484798,6.261709213256836,0.9789761071917652,0.9789761071917652,-0.3932872414588928,-0.3932872414588928,-0.3932872414588928,0.6748566333995011,16.485254098624136
38,1.4500000000000002,4,2.5,0.0011799743515439332,0.0013889747497159988,-0.001725230918964371,6.257171869277954,0.9737607692850044,0.9737607692850044,-0.39321762323379517,-0.39321762323379517,-0.39321762323379517,1.840886886167843,47.60742365959551
39,1.5,4,2.9999999999999982,0.001592449727468191,0.0020991032943129513,-0.0025717567186802595,6.252634525299072,0.9685454313782437,0.9685454313782437,-0.3931479752063751,-0.3931479752063751,-0.3931479752063751,1.840924808404866,83.0111197090138
40,1.55,4,3.4999999999999987,0.0021514724357984943,0.0035985875874757723,-0.003743869368918237,6.240673303604126,0.9547969006943974,0.9547969006943974,-0.39661043882369995,-0.39661043882369995,-0.39661043882369995,3.7915491044708607,105.12820668833302
41,1.6,4,3.999999999999999,0.002710495144128798,0.005098071880638597,-0.004915982019156216,6.22871208190918,0.9410483700105511,0.9410483700105511,-0.4000728726387024,-0.4000728726387024,-0.4000728726387024,3.7915218888446374,127.3573863304647
42,1.6500000000000001,5,0.0,0.0021464007440954447,0.0006360677652992308,-0.0013124416582286358,6.2542877197265625,0.9704456548581175,0.9704456548581175,-0.40593433380126953,-0.40593433380126953,-0.40593433380126953,21.296560135063903,11.31886537154286
43,1.7000000000000002,5,0.5000000000000004,0.0016972979647107418,0.0006514768756460398,-0.0012222203076817095,6.245847463607788,0.9607442110434343,0.9607442110434343,-0.40632107853889465,-0.40632107853889465,-0.40632107853889465,9.746503504657799,80.89221646584018
44,1.75,5,0.9999999999999987,0.0012481951853260409,0.0006668859859928489,-0.0011319989571347835,6.237407207489014,0.951042767228751,0.951042767228751,-0.4067078232765198,-0.4067078232765198,-0.4067078232765198,0.9060932034858218,153.57903299749242
45,1.8,5,1.4999999999999991,0.0007793771219439813,0.0008184268663171677,-0.001127824536524713,6.218786239624023,0.9296393558896818,0.9296393558896818,-0.4065006971359253,-0.4065006971359253,-0.4065006971359253,0.758266232138413,120.14013859034468
46,1.85,5,1.9999999999999996,0.0003105590585619215,0.0009699677466414868,-0.0011236501159146428,6.200165271759033,0.9082359445506126,0.9082359445506126,-0.4062935411930084,-0.4062935411930084,-0.4062935411930084,0.7582627702707992,86.98096124388552
47,1.9000000000000001,5,2.5,0.0002199035880039446,0.001467858994146809,-0.001582898257765919,6.173899412155151,0.8780453013277599,0.8780453013277599,-0.4050760269165039,-0.4050760269165039,-0.4050760269165039,1.4186881164171405,33.28443835585257
48,1.9500000000000002,5,3.0000000000000004,0.00012924811744596787,0.001965750241652131,-0.002042146399617195,6.1476335525512695,0.8478546581049072,0.8478546581049072,-0.403858482837677,-0.403858482837677,-0.403858482837677,1.4187247774785463,25.890542690800164
49,2.0,5,3.4999999999999987,-0.00010547675628913503,0.001849282940384001,-0.0018191544222645468,6.1262359619140625,0.8232597263380026,0.8232597263380026,-0.4035685658454895,-0.4035685658454895,-0.4035685658454895,1.190161488957845,71.06162966304106
50,2.0500000000000003,6,0.0,-0.00035577896051108837,0.0012456370750442147,-0.0007714332896284759,6.168511390686035,0.871852173202339,0.871852173202339,-0.41356855630874634,-0.4225809574127197,-0.4225809574127197,24.88906867811838,160.48326681130922
51,2.1,6,0.4999999999999982,-0.00030881939164828525,0.0011829590657725932,-0.0008302118512801824,6.140118598937988,0.839216780388492,0.839216780388492,-0.42298954725265503,-0.42298954725265503,-0.42298954725265503,9.667622325823045,124.31550071229412
52,2.15,6,0.9999999999999964,-0.00026185982278548214,0.0011202810565009718,-0.0008889904129318889,6.111725807189942,0.806581387574645,0.806581387574645,-0.4233981668949127,-0.4233981668949127,-0.4233981668949127,0.7269577480736894,36.45246001292295
53,2.2,6,1.4999999999999991,-0.00026812289434019476,0.0013415351859293874,-0.0011727647215593602,6.080951452255249,0.7712085658106308,0.7712085658106308,-0.4225229024887085,-0.4225229024887085,-0.4225229024887085,1.0769549914040055,56.46615582290811
54,2.25,6,1.9999999999999973,-0.0002743859658949077,0.0015627893153578032,-0.0014565390301868304,6.050177097320557,0.7358357440466166,0.7358357440466166,-0.4216476380825043,-0.4216476380825043,-0.4216476380825043,1.0769042951233334,134.07427924003935
55,2.3000000000000003,6,2.5,-0.00045155308907851577,0.0020461990498006344,-0.0016634963685646653,6.03291916847229,0.7159990442210228,0.7159990442210228,-0.42287373542785645,-0.42287373542785645,-0.42287373542785645,1.6041349338422564,168.26468928657934
56,2.35,6,2.9999999999999982,-0.0006287202122621232,0.0025296087842434627,-0.001870453706942498,6.015661239624023,0.696162344395429,0.696162344395429,-0.4240998327732086,-0.4240998327732086,-0.4240998327732086,1.604071773143495,97.50900751831824
57,2.4000000000000004,6,3.500000000000001,-0.00036228121462045194,0.0021695504547096785,-0.0017144218436442313,5.994335174560547,0.6716496259316628,0.6716496259316628,-0.4231751263141632,-0.4231751263141632,-0.4231751263141632,1.1949926884969924,9.47707744473424
58,2.45,6,3.999999999999999,-9.58422169787814e-05,0.001809492125175894,-0.0015583899803459649,5.97300910949707,0.6471369074678966,0.6471369074678966,-0.4222504198551178,-0.4222504198551178,-0.4222504198551178,1.1949926884969924,89.41065061095283
59,2.5,7,0.0,-0.0005982082220725715,0.001964797265827656,-0.001297545270062983,6.055964946746826,0.7424884445365816,0.7424884445365816,-0.43225041031837463,-0.4460422992706299,-0.4460422992706299,35.861409739502236,162.00076221281634
60,2.5500000000000003,7,0.5000000000000027,-0.0007187693845480687,0.0024162963964045074,-0.0014866022975184032,6.037045001983643,0.7207413815903935,0.7207413815903935,-0.44225043058395386,-0.4463268518447876,-0.4463268518447876,21.54585822248856,93.77557455111085
61,2.6,7,1.0000000000000009,-0.0008393305470235646,0.0028677955269813546,-0.0016756593249738223,6.018125057220459,0.6989943186442055,0.6989943186442055,-0.4466113746166229,-0.4466113746166229,-0.4466113746166229,7.582552771436607,26.017902747069737
62,2.6500000000000004,7,1.5000000000000036,-0.000839278829516843,0.00350356451235712,-0.0021060440922156007,6.000185012817383,0.6783735779510145,0.6783735779510145,-0.4443551301956177,-0.4443551301956177,-0.4443551301956177,2.4633173915511772,55.35978713062303
63,2.7,7,2.0000000000000018,-0.0008392271120101224,0.00413933349773288,-0.0025364288594573745,5.982244968414307,0.6577528372578235,0.6577528372578235,-0.44209885597229004,-0.44209885597229004,-0.44209885597229004,2.4633262272851773,121.37053957889202
64,2.75,7,2.5,-0.0011456916690804064,0.004790884209796786,-0.002687087166123092,5.963529586791992,0.6362409043586115,0.6362409043586115,-0.4441946744918823,-0.4441946744918823,-0.4441946744918823,3.153646778965546,142.72308009978272
65,2.8000000000000003,7,3.0000000000000027,-0.0014521562261506917,0.005442434921860694,-0.0028377454727888107,5.944814205169678,0.6147289714593994,0.6147289714593994,-0.4462904930114746,-0.4462904930114746,-0.4462904930114746,3.153646778965546,164.07826383728312
66,2.85,7,3.500000000000001,-0.0014960751286707819,0.005403539864346385,-0.0028115364257246256,5.9296979904174805,0.5973540119741152,0.5973540119741152,-0.4481343924999237,-0.4481343924999237,-0.4481343924999237,3.1188593401993994,179.4930235510066
67,2.9000000000000004,8,0.0,-0.0010360435117036104,0.0051950435154139996,-0.0020394381135702133,5.926514148712158,0.5936944238070782,0.5936944238070782,-0.45813438296318054,-0.4643201231956482,-0.4643201231956482,35.88252291663278,138.51574644707313
68,2.95,8,0.4999999999999982,-0.0006912912358529878,0.003421319357585168,-0.0012602230417542188,5.913854598999023,0.5791432172402566,0.5791432172402566,-0.46493273973464966,-0.46493273973464966,-0.46493273973464966,20.360576311099393,56.15252897011232
69,3.0,8,0.9999999999999964,-0.00034653896000236517,0.0016475951997563369,-0.0004810079699382241,5.901195049285889,0.564592010673435,0.564592010673435,-0.4655453860759735,-0.4655453860759735,-0.4655453860759735,8.582458896983086,37.24686803953861
70,3.0500000000000003,8,1.4999999999999991,-0.000316848119837232,0.0015653395093977451,-0.0005249374953564256,5.887030839920044,0.5483113102529238,0.5483113102529238,-0.46494048833847046,-0.46494048833847046,-0.46494048833847046,0.8071190932797919,105.80966281212442
71,3.1,8,1.9999999999999973,-0.0002871572796721013,0.0014830838190391664,-0.0005688670207746325,5.872866630554199,0.5320306098324127,0.5320306098324127,-0.4643355906009674,-0.4643355906009674,-0.4643355906009674,0.8070650097133217,178.07626750788546
72,3.1500000000000004,8,2.5,0.00012258220522198826,0.002134127833414823,-0.0012818057148251683,5.858996391296387,0.5160878060878006,0.5160878060878006,-0.4649331569671631,-0.4649331569671631,-0.4649331569671631,1.7334578817615327,112.40750769076716
73,3.2,8,2.9999999999999982,0.0005323216901160761,0.0027851718477904775,-0.001994744408875701,5.845126152038574,0.5001450023431885,0.5001450023431885,-0.46553075313568115,-0.46553075313568115,-0.46553075313568115,1.7334132214039921,30.88264392948376
74,3.25,8,3.4999999999999964,0.0004676252865465362,0.002391080954112115,-0.0019181062816642231,5.833360910415649,0.48662173610994164,0.48662173610994164,-0.46593809127807617,-0.46593809127807617,-0.46593809127807617,1.3730279758841277,62.07383914046133
75,3.3000000000000003,8,3.999999999999999,0.000402928882976994,0.0019969900604337463,-0.0018414681544527411,5.821595668792725,0.47309846987669474,0.47309846987669474,-0.4663453996181488,-0.4663453996181488,-0.4663453996181488,1.3730465155396814,138.30369950252387
76,3.35,9,0.0,9.307140862802044e-05,0.0018465679604560137,-0.0012087224749848247,5.819942951202393,0.4711987944855085,0.4711987944855085,-0.473560094833374,-0.473560094833374,-0.473560094833374,34.96623996332318,130.75826856275327
77,3.4000000000000004,9,0.5000000000000027,-7.219446342787795e-05,0.0012040300352964516,-0.0007958184723975115,5.793036460876465,0.4402717941108789,0.4402717941108789,-0.473405122756958,-0.473405122756958,-0.473405122756958,24.167793008417735,115.44069337257166
78,3.45,9,1.0000000000000009,-0.00023746033548377365,0.000561492110136896,-0.00038291446981020196,5.766129970550537,0.4093447937362493,0.4093447937362493,-0.4732501208782196,-0.4732501208782196,-0.4732501208782196,14.208751185444909,100.16957443536846
79,3.5,9,1.4999999999999991,0.000257289517321623,0.00042986194603145144,5.4114396334624995e-05,5.723198413848877,0.3599981768377894,0.3599981768377894,-0.473666250705719,-0.473666250705719,-0.473666250705719,4.425108267847746,161.72200316625816
80,3.5500000000000003,9,2.0000000000000018,0.0007520393701270217,0.0002982317819260069,0.0004911432624794542,5.680266857147217,0.31065155993932947,0.31065155993932947,-0.474082350730896,-0.474082350730896,-0.474082350730896,0.473202990407365,136.88364915949398
81,3.6,9,2.5,0.0006016383995302022,0.0005360529175959527,0.000464149474282749,5.657511234283447,0.2844956715901691,0.2844956715901691,-0.47429198026657104,-0.47429198026657104,-0.47429198026657104,0.49840392126069305,82.42849971616646
82,3.6500000000000004,9,3.0000000000000027,0.0004512374289333805,0.0007738740532658958,0.0004371556860860449,5.634755611419678,0.2583397832410087,0.2583397832410087,-0.4745016098022461,-0.4745016098022461,-0.4745016098022461,0.49840392126069305,28.07486667107515
83,3.7,9,3.500000000000001,0.00016115856851683878,9.81017656158644e-05,0.0006530118262162436,5.633823394775391,0.25726826985677065,0.25726826985677065,-0.474432110786438,-0.474432110786438,-0.474432110786438,0.5256677850621254,49.532292682713695
84,3.75,9,3.999999999999999,-0.00012892029189970293,-0.000577670522034167,0.0008688679663464424,5.6328911781311035,0.2561967564725326,0.2561967564725326,-0.4743626117706299,-0.4743626117706299,-0.4743626117706299,0.5256479012464853,71.28700405619722
85,3.8000000000000003,10,0.0,-0.0006907644565217197,-0.00045235472498461604,0.0002546694304328412,5.6805009841918945,0.310920671484936,0.310920671484936,-0.4843626022338867,-0.4857734441757202,-0.4857734441757202,20.446253280778716,115.2065956277157
86,3.85,10,0.4999999999999982,-0.0010474087612237768,-0.000642487459117546,0.0004806736396858461,5.65662145614624,0.2834729380991265,0.2834729380991265,-0.48492059111595154,-0.48492059111595154,-0.48492059111595154,6.3542900256282415,45.414096577496636
87,3.9000000000000004,10,1.0000000000000009,-0.0014040530659258357,-0.0008326201932504777,0.0007066778489388542,5.632741928100586,0.25602520471331697,0.25602520471331697,-0.48406773805618286,-0.48406773805618286,-0.48406773805618286,0.8893990056502987,31.368662083714053
88,3.95,10,1.4999999999999991,-0.0009501514432486155,-0.001062494120560586,0.0016303732118103638,5.630948066711426,0.25396329507060417,0.25396329507060417,-0.4840577244758606,-0.4840577244758606,-0.4840577244758606,1.452520885239836,37.3710179296571
89,4.0,10,1.9999999999999973,-0.0004962498205713953,-0.0012923680478706943,0.002554068574681873,5.629154205322266,0.2519013854278913,0.2519013854278913,-0.48404771089553833,-0.48404771089553833,-0.48404771089553833,1.4525804745821635,44.16803553295068
90,4.05,10,2.4999999999999956,-0.0003274449918535553,-0.0010764099715743233,0.002298645442351701,5.629308223724365,0.25207841807398285,0.25207841807398285,-0.48448583483695984,-0.48448583483695984,-0.48448583483695984,1.1113416020152673,40.32002236245108
91,4.1000000000000005,10,3.0000000000000027,-0.00015864016313571534,-0.0008604518952779476,0.0020432223100215253,5.629462242126465,0.2522554507200743,0.2522554507200743,-0.48492395877838135,-0.48492395877838135,-0.48492395877838135,1.1113416020152673,36.68059218713207
92,4.15,10,3.500000000000001,-0.00025887387891998536,-0.0009403389703948052,0.0031097031896933935,5.6278464794158936,0.2503982522021763,0.2503982522021763,-0.48571842908859253,-0.48571842908859253,-0.48571842908859253,2.1569613604602966,27.667156314370036
93,4.2,10,3.999999999999999,-0.0003591075947042553,-0.001020226045511663,0.004176184069365261,5.626230716705322,0.24854105368427828,0.24854105368427828,-0.4865129292011261,-0.4865129292011261,-0.4865129292011261,2.156972337682507,19.266037018692533
94,4.25,11,0.0,-9.873283852357417e-05,-0.000782983610406518,0.0014274237910285592,5.630458354949951,0.2534004079884494,0.2534004079884494,-0.4772827625274658,-0.4772827625274658,-0.4772827625274658,13.880999572606584,136.464294924019
95,4.3,11,0.4999999999999982,-0.0001844255530158986,-0.0007144831179175528,0.001999500731471924,5.63014030456543,0.25303483283382705,0.25303483283382705,-0.47625795006752014,-0.47625795006752014,-0.47625795006752014,1.5195593683672672,132.7325311964659
96,4.3500000000000005,11,1.0000000000000053,-0.00027011826750822235,-0.0006459826254285851,0.0025715776719152927,5.629822254180908,0.2526692576792046,0.2526692576792046,-0.47523313760757446,-0.47523313760757446,-0.47523313760757446,1.3325727814946873,129.03835601778925
